,genre_ids,id,language,title,overview,popularity,release_date,vote_average,vote_count,release_month,release_year,genre
5367,"[35, 10749]",3078,en,It Happened One Night,A runaway heiress makes a deal with the rogue reporter trailing her but the mismatched pair end up stuck with each other when their bus leaves them behind.,4.7797,1934-02-22,7.828,1289,February,1934,Comedy+Romance
5368,"[18, 36, 27]",41215,en,Black Death,"As the plague decimates medieval Europe, rumours circulate of a village immune from the plague. There is talk of a necromancer who leads the village and is able to raise the dead. A fearsome knight joined by a cohort of soldiers and a young monk are charged by the church to investigate. Their journey is filled with danger, but it's upon entering the village that their true horror begins.",4.6006,2010-06-07,6.057,887,June,2010,Drama+History+Horror
5369,"[36, 18]",199449,es,El Mártir del Calvario,"The life of Jesus from the beginning of his ministry, his miracles, the Sermon on the Mount and his death on the cross.",4.2272,1952-04-02,8.0,29,April,1952,Drama+History
5370,"[18, 53, 27]",630240,fr,Titane,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",4.5041,2021-07-14,6.3,1509,July,2021,Drama+Horror+Thriller
5371,"[80, 53, 9648]",567797,en,The Dry,Aaron Falk returns to his drought-stricken hometown to attend a tragic funeral. But his return opens a decades-old wound - the unsolved death of a teenage girl.,4.4133,2021-01-01,6.825,717,January,2021,Crime+Mystery+Thriller
5372,[18],301502,en,Blonde,"From her volatile childhood as Norma Jeane, through her rise to stardom and romantic entanglements, this reimagined fictional portrait of Hollywood legend Marilyn Monroe blurs the lines of fact and fiction to explore the widening split between her public and private selves.",5.3828,2022-09-16,6.0,1394,September,2022,Drama
5373,"[28, 53, 10752]",75674,en,Act of Valor,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",4.8214,2012-02-24,6.5,1161,February,2012,Action+Thriller+War
5374,[27],24124,en,The Burning,"A caretaker at a summer camp is burned when a prank goes tragically wrong. After several years of intensive treatment at hospital, he is released back into society, albeit missing some social skills. What follows is a bloody killing spree with the caretaker making his way back to his old stomping ground to confront one of the youths that accidentally burned him.",6.5169,1981-05-08,6.234,415,May,1981,Horror
5376,"[18, 12, 36]",9912,en,The World's Fastest Indian,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",4.5989,2005-10-12,7.656,788,October,2005,Adventure+Drama+History
5377,"[18, 53, 10749]",324807,en,A Bigger Splash,"An American couple, Paul and Marianne, spend their vacation in Italy and experience trouble when Marianne invites a former lover and his teenage daughter to visit, which leads to jealousy and dangerous sexual scenarios.",4.6314,2015-11-26,6.17,779,November,2015,Drama+Romance+Thriller
5378,"[18, 36]",152532,en,Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",4.4999,2013-11-01,7.92,8607,November,2013,Drama+History
5379,"[18, 80]",9559,en,A Perfect World,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",5.1874,1993-11-24,7.478,1705,November,1993,Crime+Drama
5380,"[53, 80, 18]",636279,ko,보고타: 마지막 기회의 땅,"After moving to Bogotá for a chance at a better life, a young Korean man rises through the Colombian black market — risking peril for a shot at success.",4.8877,2024-12-31,6.981,81,December,2024,Crime+Drama+Thriller
5381,"[80, 28, 35]",10622,cn,一個好人,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.,4.8873,1997-01-31,6.517,686,January,1997,Action+Comedy+Crime
5383,"[16, 878, 12, 10751]",782054,ja,映画ドラえもん のび太の宇宙小戦争 2021,"One day during summer vacation, a palm-sized alien named Papi appears from a small rocket that Nobita picks up. He is the president of Pirika, a small planet in outer space, and has come to Earth to escape the rebels. Doraemon and his friends are puzzled by Papi’s small size, but as they play together using the secret tool “Small Light”, they gradually become friends. However, a whale-shaped space battleship comes to earth and attacks Doraemon, Nobita and the others in order to capture Papi. Feeling responsible for getting everyone involved, Papi tries to stand up to the rebels. Doraemon and his friends leave for the planet Pirika to protect their dear friend and his home.",4.8862,2022-03-04,6.5,127,March,2022,Adventure+Animation+Family+Science Fiction
5384,"[35, 18, 10749]",31357,en,Waiting to Exhale,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe.",4.886,1995-12-22,6.27,172,December,1995,Comedy+Drama+Romance
5385,"[878, 18, 10749]",1053927,da,For evigt,"Young climate change scientist, Elias falls in love with an aspiring singer, Anita. But when an opportunity arises for him to join a mission researching a dangerous climate change phenomenon – a mysterious fracture on the ocean floor – he chooses career over love. Years later, during his mission, he experiences a vision of what his life could have been like if he made a different choice and his new obsession becomes to get his old life and love back.",4.8858,2024-07-08,5.4,8,July,2024,Drama+Romance+Science Fiction
5386,"[35, 18, 10749]",462919,en,Sierra Burgess Is a Loser,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,4.8857,2018-09-07,6.301,3423,September,2018,Comedy+Drama+Romance
5387,"[53, 80, 18]",9623,en,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",4.8847,1996-02-02,5.6,398,February,1996,Crime+Drama+Thriller
5388,"[10749, 35]",513576,en,Always Be My Maybe,"Reunited after 15 years, famous chef Sasha and hometown musician Marcus feel the old sparks of attraction but struggle to adapt to each other's worlds.",4.8827,2019-05-31,6.638,1343,May,2019,Comedy+Romance
5389,"[18, 10749]",8291,en,Poetic Justice,"Still grieving after the murder of her boyfriend, hairdresser Justice writes poetry to deal with the pain of her loss. Unable to get to Oakland to attend a convention because of her broken-down car, Justice gets a lift with her friend, Iesha, and Iesha's postal worker boyfriend, Chicago. Along for the ride is Chicago's co-worker, Lucky, to whom Justice grows close after some initial problems. But is she ready to open her heart again?",4.8824,1993-07-23,6.9,256,July,1993,Drama+Romance
5390,"[35, 14, 27]",852096,en,We Have a Ghost,"After Kevin finds a ghost named Ernest haunting his new home, he becomes an overnight social media sensation. But when Kevin and Ernest go rogue to investigate the mystery of the latter's past, they become targets of the CIA.",4.8822,2023-02-24,6.49,618,February,2023,Comedy+Fantasy+Horror
5391,[18],374473,en,"I, Daniel Blake","A middle aged carpenter, who requires state welfare after injuring himself, is joined by a single mother in a similar scenario.",4.8818,2016-10-21,7.721,1436,October,2016,Drama
5392,"[99, 10402]",857800,en,Becoming Led Zeppelin,"The individual journeys of the four members of the band, as they move through the music scene of the 1960s, playing small clubs throughout Britain and performing some of the biggest hits of the era, until their meeting in the summer of 1968 for a rehearsal that changes their lives forever.",4.8814,2025-02-05,7.367,30,February,2025,Documentary+Music
5393,"[35, 28]",9622,en,Beverly Hills Ninja,"Haru, an orphaned American who washes ashore in Japan and is mistaken for the great White Ninja of legend. Raised among the finest Ninjas, Haru grows strong and big - very big. With the grace of all Three Stooges rolled into one body, Haru is an embarrassment to his clan. But when a beautiful blonde pleads for his help, Haru is given one dangerous, disastrously funny chance to prove himself.",4.8806,1997-01-17,5.6,774,January,1997,Action+Comedy
5395,"[10751, 16, 35]",413644,en,The Son of Bigfoot,"Teenage outsider Adam sets out on an epic and daring quest to uncover the mystery behind his long-lost dad, only to find out that he is none other than the legendary Bigfoot! He has been hiding deep in the forest for years to protect himself and his family from HairCo., a giant corporation eager to run scientific experiments with his special DNA. As father and son start making up for lost time after the boy's initial disbelief, Adam soon discovers that he too is gifted with superpowers beyond his imagination. But little do they know, HairCo. is on their tail as Adam's traces have led them to Bigfoot!",4.8049,2017-07-26,6.538,488,July,2017,Animation+Comedy+Family
5396,"[35, 99]",316067,en,Misery Loves Comedy,"Do you have to be miserable to be funny? More than sixty comedians—including stand-ups, writers, actors, and directors from the US, Canada, and abroad—take on this question, sharing anecdotes and insights with lively enthusiasm.",4.8796,2015-01-23,6.0,40,January,2015,Comedy+Documentary
5398,"[27, 18]",1084031,hi,छोरी 2,"Sakshi must rescue her seven year old daughter from being sacrificed by an evil cult to satisfy their resident leader, while fighting societal superstitions and the horror that continues to haunt her and young women around her.",4.8767,2025-04-11,4.6,4,April,2025,Drama+Horror
